,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
5068,7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator",79,2nkto6YNI4rUYTLqEwWJ3o,Flower Boy,2017-07-21,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387
2709,7KIbDUwumrpG5f30kEYW1v,Pump It,The Black Eyed Peas,12,6Gdt5ogiuJ9knp8Q5148ea,Monkey Business,2005-01-01,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.648,0.931,1,-3.15,0,0.181,0.00937,0.0,0.752,0.744,153.649,213067
2022,7KQ8sdFIWCCDXIcQDEeuzC,useless,RUFUS,44,3Y9SgjeoJPTRImcJaYqYKm,useless,2019-07-26,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.808,0.342,4,-11.743,1,0.0368,0.111,1.02e-06,0.0847,0.486,91.987,156522
1001,7KVogt1437zlFZzsP0srqs,We Are The Greatest,Keanu Silva,45,5eJdNPFlvr81Kc57VNmbKo,We Are The Greatest,2019-06-13,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.701,0.911,1,-4.064,0,0.062,0.0496,1.79e-06,0.587,0.461,126.038,185064
113,7KW3XQV5Or5CF57MYVj5h4,Party For One,Carly Rae Jepsen,64,25it7uSpNFuRoD6uNc0Tfu,Dedicated,2019-05-17,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.699,0.633,6,-6.547,1,0.0362,0.0453,0.0,0.101,0.458,123.449,184533
2621,7KY4hAPXXg9aeYczem8JBo,Never Let You Go (feat. Sofia Reyes),Slushii,53,2p7Lm9KtGXUlDPA9lYl46V,Never Let You Go (feat. Sofia Reyes),2019-01-18,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.67,0.672,1,-3.469,1,0.0923,0.192,5.13e-05,0.0926,0.643,165.075,162538
4614,7KtB8hfz8uH2BFC7ua1cNr,3 Foot Tall,Classified,47,4Phezdn3RFjMqPeoHlr8BE,Classified,2014-09-30,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.609,0.742,11,-5.739,0,0.0989,0.25,0.0,0.641,0.523,75.892,220947
2677,7KxhSJOYiqCDclXDBNlFSZ,Kill Em With Kindness,Selena Gomez,69,3Kbuu2tHsIbplFUkB7a5oE,Revival (Deluxe),2015-10-09,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217907
2929,7L97R04c6ZaPlU8xSxibQp,Bad (feat. Vassy) - Radio Edit,David Guetta,48,7bpWEp24oHgUs08ImjakfU,Listen Again,2015-11-27,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,170625
459,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,2,3nvfNC0tnGcFXGHrJpqQ6m,As If It's Your Last,2017-06-22,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.786,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.034,213264
2978,7LJkGyL4vVrtn1mho7BmtA,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,57,4PJtsH62RuojHmS3VCAHXx,Know No Better,2017-06-01,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,225850
3024,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,Coldplay,81,4E7bV0pzG0LciBSWTszra6,X&Y,2005-06-07,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.209,0.418,3,-8.74,1,0.0338,0.163,0.00195,0.113,0.123,138.265,295533
346,7LYMT7ZaJC6KaKaXod9qNq,Imagine,Rob Tirea,21,5MtAwnYs9ZkvgymX5BVLh5,Imagine,2018-04-13,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.578,0.776,7,-2.698,0,0.0409,0.363,0.00119,0.175,0.608,129.03,190698
4749,7Le48y7wfWRq63dRAzVmWF,Radical - Edit,Amtrac,58,5fwFbiS2xmDWejdsWWwTGu,Radical (Edit),2020-01-03,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.652,0.751,6,-8.327,0,0.0369,0.112,0.592,0.102,0.0399,122.024,237978
3960,7Lk17yd6wYC4um3grYnSqV,Hurricane Highlife,WDL,5,0EwwmEA6CAKKppnepOCy9K,Hurricane Highlife,2016-01-28,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.474,0.684,4,-5.523,0,0.0339,0.0632,3.93e-05,0.136,0.0824,94.956,281920
3876,7LnlYD9vq4c9SOrgWOSuDh,Running Blind,Theo Kandel,37,2ETgSzd6wBTia4U6uCCR85,Running Blind,2019-07-05,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.724,0.497,4,-6.397,1,0.104,0.0544,0.0,0.212,0.576,154.859,224613
2908,7LpT54RUvN0IvDGIxiwHwS,Sweat (Snoop Dogg vs. David Guetta) - David Guetta Remix,Snoop Dogg,3,4bTjdxhRRUiWfwj200f9Kl,Nothing but the Beat (Ultimate Edition),2012-12-07,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.822,0.749,7,-5.563,1,0.0285,0.0697,0.000273,0.0732,0.707,130.005,196453
2144,7LqjznQwfrax7MjQXmxqdQ,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Jennifer Lopez,65,1l8TpRDfjJjKdtbzNtSycM,This Is Me...Then,2002,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,187840
676,7Lw5FXm8nhQPvezIpA6jK5,Lost,End of the World,65,2Qf8hCpYFhiHI3sQcgse78,Lost,2019-07-26,Pop / Dance,6mXh8CUBMBsBUu88a4eAQV,pop,dance pop,0.713,0.729,7,-6.027,1,0.0308,0.00935,0.000106,0.0804,0.734,121.975,217493
1953,7M68YTelBnT9P1eO1idOOs,Blame It On Waylon,Josh Thompson,58,3Ba07fAhwq2tLy6CrJYnNq,Way Out Here,2010-02-22,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.653,0.826,2,-5.352,1,0.0315,0.0353,0.0,0.193,0.669,122.055,212648
557,7M9w4C8WenlvWfNRAulZOX,Narcotic,Younotus,77,5J3cTpJJ1EgXK8ZCEylSZO,Narcotic,2019-04-26,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.749,0.668,10,-5.964,0,0.0608,0.0373,0.000272,0.045,0.366,108.0,192387
2447,7MKz0cVNK5cGImTwxyECkm,Hourglass,Imitating Aeroplanes,0,0yStJMXwVQHIPNLj86S7ms,Hourglass,2017-07-28,Electro Pop | Electropop,2a5i2ZtEXGKwVGL16J8N0p,pop,electropop,0.577,0.592,7,-7.259,0,0.029,0.35,0.655,0.163,0.262,124.973,208748
1392,7MRghgE1RnubxFJBfUEPwt,One Touch (with ‪Jess Glynne),Jess Glynne,16,7amY1CW9j5LtD2Bbsx1FJO,Snacks (Supersize),2019-09-06,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.69,0.757,0,-5.16,0,0.244,0.533,0.0,0.202,0.581,124.273,197747
3782,7MXVkk9YMctZqd1Srtv4MB,Starboy,The Weeknd,84,2ODvWsOgouMbaA5xf0RkJe,Starboy,2016-11-25,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.678,0.588,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.005,230453
3111,7MiZjKawmXTsTNePyTfPyL,Devil Eyes,Hippie Sabotage,81,1RVXVo1puacM8aQ6hgQahi,Providence,2016-02-05,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112,131272
432,7MsgiyWoerebFF0zaahmCr,B.S.G.S.,sooogood!,30,0k7LlIHVWjsVCMZwi7Wqm2,B.S.G.S.,2019-11-20,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.625,0.905,6,-6.323,0,0.135,0.553,0.0298,0.247,0.597,140.026,141473
3344,7MvG7Xx4ehlvnevemZIXfq,Te Voy a Dar,Pau Muro,38,1XZDkKV6zRQcecDfnwjTuw,Te Voy a Dar,2017-07-21,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.697,0.777,5,-6.454,0,0.187,0.146,0.0,0.121,0.769,188.085,194043
1649,7MyLZa5CPNFFfpqDXkZZmW,That Girl,All Time Low,0,0rZ90NJ4y7F8piqOkJJiGQ,Dirty Work,2011-01-01,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.56,0.94,10,-3.113,1,0.0417,0.0218,0.0,0.295,0.896,91.966,191960
4410,7a0VLUciBUdE2RmpEnod9O,Fools,ufo ufo,54,1pKwcCYYMtYWsKnXvpmNYP,Fools,2018-12-14,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.702,0.603,7,-6.833,0,0.0598,0.168,0.0,0.213,0.717,106.023,220085
4193,7a0mPDySTtLmgE3NoIBNJp,Here If You Want (Pale Blue),MOSSS,56,067bAYemxHnRqzjIXwhlQx,Here If You Want (Pale Blue),2017-06-16,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.761,0.6,7,-7.348,1,0.0765,0.269,0.864,0.108,0.557,96.015,199036
506,7a4aFs6bW7TUySQviVERSI,Walk Away,Alle Farben,61,5R8Mu4RDqJ32ZvlaThOx05,Walk Away,2019-03-29,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.735,0.787,6,-6.166,0,0.061,0.0419,0.0,0.136,0.469,124.004,196640
3884,7aFfriQJAyHK6eC09YMQBK,Get Out,CHVRCHES,55,7EchhykwUf4ACDDABEDa7o,Love Is Dead,2018-05-25,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.487,0.82,0,-5.427,0,0.0309,0.00109,0.0428,0.224,0.211,162.034,231360
4263,7aFti8ewDDCJtNvFcijJZ3,Odeia,I See Colors,43,5o4TwHLNfd0GaRH3T76v4r,ZzZz,2019-12-19,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.743,0.63,7,-5.665,1,0.0529,0.0187,0.818,0.14,0.159,139.986,142286
5171,7aJMDBKnBkU4CTGqnMQpuz,Real Life - Ossian Remix,Mako,16,1XPkZYjHPddtD2pIouEtoh,Real Life (Ossian Remix),2017-04-14,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.67,0.825,5,-5.419,1,0.0306,0.0524,0.00364,0.105,0.611,99.99,236379
3464,7aS418hRnOnYrXeyrZilwk,A Little Respect - 2009 Remastered Version,Erasure,69,0M2jouCUu3u6qUXSS2vgYI,The Innocents,1988-04-18,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.607,0.784,0,-7.963,1,0.0258,0.0299,3.85e-06,0.288,0.622,113.804,213987
3893,7aeZoYnAebnnmNJLnxE7IG,Heavy,Romance and Rebellion,25,7wJ63M6igMQ32eTGE3du1h,Heavy,2019-09-13,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.558,0.835,10,-5.888,0,0.0417,0.000911,8.74e-06,0.244,0.699,154.122,199008
3650,7ahtENx5ZVLkPplyejXy8j,Your Song,Rebeca Marin,12,3l8ZUG7pgRbeP5VejLnNV0,I'll Be Walking with You,2017-05-20,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.579,0.189,10,-13.64,1,0.0322,0.9,6.88e-06,0.133,0.298,133.896,187520
3098,7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,blackbear,94,37CqAwxTungNxKpIK5vSgE,hot girl bummer,2019-08-23,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.778,0.559,6,-7.109,0,0.0776,0.128,0.0,0.399,0.678,129.989,185093
4468,7aqwdLp0chKuF3kP5fNZTW,Count On You,Paperwhite,30,5tJJxFVFoENaPiA1EEbyeZ,Count On You,2018-11-16,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.688,0.707,8,-6.852,1,0.04,0.109,7.8e-05,0.0909,0.578,129.984,224073
417,7auKfEOsSVCeYHn2pOu6uY,Where Would You Go?,SkyLogic,16,6qBNkpelkx3832rO9uKxV5,Where Would You Go?,2019-12-14,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.62,0.775,7,-4.677,1,0.0271,0.0634,0.0501,0.0676,0.427,107.992,208333
5007,7axJj8BJF6UFqQIQfROvlN,So F**kin' Romantic - Tim Gunter Remix,Matthew Koma,30,1SeQSCM5UqOtrst4p7iuYV,So F**kin' Romantic (The Remixes),2015-08-14,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.669,0.798,11,-4.72,1,0.0591,0.00701,0.017,0.0755,0.483,139.938,234857
1933,7azo4rpSUh8nXgtonC6Pkq,Thriller,Michael Jackson,68,2X8UOIkZQdcz2Hi5Ynt2uk,Scream,2017-09-27,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.764,0.887,11,-3.725,1,0.0738,0.0816,0.000108,0.847,0.721,118.421,358053
599,7b4vbqgzMhbFa0wdjfftQJ,One Kiss (with Dua Lipa) - Oliver Heldens Remix,Calvin Harris,66,5vH3ugictBcayQWRWgfvpN,One Kiss (with Dua Lipa) [Remixes],2018-07-13,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.717,0.752,0,-6.933,1,0.065,0.251,0.000468,0.0802,0.14,123.97,281267
442,7b8YOVV5quZcSKEijDgyWB,DDU-DU DDU-DU,BLACKPINK,68,1HwIUaaEuRsxsIyssqtGLH,SQUARE UP,2018-06-15,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.671,0.859,4,-3.922,0,0.0833,0.0323,0.0,0.267,0.389,139.931,209355
4898,7bEDDsy2LFC0KSqhZp5nPE,Sweet Disaster,DREAMERS,61,2dtruUPZ49oSh468hKErtf,This Album Does Not Exist,2016-08-26,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.515,0.821,0,-2.333,1,0.0309,0.00794,0.0,0.0787,0.425,86.994,205173
5306,7bWTJ9aXMNGoQ3rCQEjEWu,take you home,slenderbodies,0,7bEMsgEEAwF7eTSVQEeDdU,take you home,2018-07-20,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.775,0.541,5,-5.892,0,0.0498,0.165,4.87e-05,0.0929,0.817,97.993,230185
3617,7bkyXSi4GtVfD7itZRUR3e,Material Girl,Madonna,54,2IU9ftOgyRL2caQGWK1jjX,Like a Virgin (Reissue),1984-11-12,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.78,0.63,0,-12.677,1,0.0321,0.261,1.59e-05,0.055,0.981,136.719,240707
2851,7boPPE857KEqCIHNwFkDop,Audio,Sia,16,3wX49A4zAxAhQJ0uN5FLsl,Audio,2018-05-10,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.365,0.692,3,-4.586,0,0.0671,0.192,1.51e-06,0.0862,0.372,89.998,203400
2179,7bre6yd84LZ6MFoTppmHja,Swimming Pools (Drank),Kendrick Lamar,7,0ljGAdQ5EmiJE52O1VsYAM,Swimming Pools (Drank),2012-08-03,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.656,0.446,1,-5.897,1,0.265,0.00695,0.000419,0.088,0.203,74.543,247800
717,7bsqRe39lKOYX45FZpzP9o,Fuera De Mi Mente,Lérica,74,21BjFhK6keinj4hTWQ9xnn,Fuera De Mi Mente,2019-11-05,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.741,0.94,1,-2.068,1,0.101,0.169,0.0,0.0542,0.702,93.994,181433
1296,7cDBUr6mlP58oJXvIO1JGy,Without No Fear,Urchin,21,32ku9ojtxjdT2gV8Z5Vl8z,Without No Fear,2019-12-06,ELETRIC POP & DANCE,7316uT3vVzTidCI8cinBUv,pop,dance pop,0.649,0.831,5,-6.556,0,0.0702,0.0443,0.383,0.0712,0.363,126.982,287581
755,7cG3wfohoNDSp2M8FWrgTg,Bailando - Video Edit,Paradisio,59,3iJwt0Sq44ZBzR7kNCxf0y,Bailando,1996,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.649,0.955,8,-7.817,0,0.0388,0.0941,0.00899,0.108,0.83,132.993,229627
3883,7cLm450e9XaPrEZTSTsfwU,it's not u it's me,Bea Miller,71,2H7CLWulZOueBe1Hjtznm1,it's not u it's me,2019-03-01,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.776,0.568,0,-6.419,0,0.125,0.0204,1.69e-05,0.078,0.749,150.901,194526
3478,7cUXKXdigEIP8FgWbmckde,Dreaming of Me,Depeche Mode,14,6g6vWL9npfbXiEGpeSKc2F,Dreaming Of Me,1981,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.786,0.902,6,-5.323,0,0.0464,0.155,0.00668,0.0174,0.953,134.149,224200
2352,7cWNahjynBEP4wuXXhU0m6,Shots,Lil Jon,60,49qpwRDGLfNAkUG9UeGoTV,Crunk Rock (Deluxe),2010-01-01,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.822,0.865,1,-2.441,1,0.0469,0.00889,1.27e-06,0.122,0.169,128.017,218000
4399,7cpEhtddPd70q9a48mRvgz,Young,Parachute,54,6Fptz4SGDZNLDIlOyUc4Vz,Parachute,2019-05-10,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.683,0.682,4,-5.911,0,0.0323,0.0361,1.47e-05,0.159,0.506,93.994,223627
2810,7crMiinWx373rNBZBaVske,Closer,The Chainsmokers,62,22rp3PnM3q2mtTI0OGCzpq,Collage EP,2016-11-04,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.736,0.541,8,-5.597,1,0.0297,0.415,0.0,0.11,0.662,94.962,245507
4087,7d06uajfr1DZUeKVCaE9BS,I Feel Good About This,The Mowgli's,59,6kmFaC676bGHEXTVOcHKwo,I Was Starting to Wonder,2018-08-17,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.525,0.841,7,-6.053,1,0.0419,0.00428,0.0,0.146,0.495,119.864,201528
1427,7d1CFwrBmH34gmS0Hkbfbt,Replay,Zendaya,67,7hCAU57zY6snnRSHXqAWUl,Zendaya,2013-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.688,0.723,6,-6.682,0,0.121,0.0416,0.0002,0.302,0.618,140.023,209187
5352,7d43We1cl1WMsmUYDMbolv,Silvertongue,Young the Giant,23,1I3Og4pAZOrmG5kbNSg0JY,Silvertongue,2016-08-05,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.673,0.789,0,-4.288,1,0.0408,0.00975,0.0,0.752,0.841,100.043,197427
979,7d7i3Qm7awL2gJPcYoQ0hn,Aura - Edit,Avoure,54,42fhXYR9M3yxMTI0CV7fs5,Aura (Edit),2019-04-18,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.611,0.833,1,-6.891,0,0.0317,0.000506,0.92,0.102,0.261,122.978,268232
4957,7dHqpgKhgRoTYo8HotjFwr,Shine (Kygo Remix),Benjamin Francis Leftwich,48,5z52nqHff7en7171WCHars,Shine (Kygo Remix),2014-09-22,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.703,0.603,4,-8.687,1,0.161,0.413,0.00125,0.141,0.309,112.015,281133
824,7dIa8yS7HIPKkBvOmERSZ7,U Got 2 Let The Music - Brescia Edit,Cappella,46,5WnAHnV4xlvxZXEDOtISxX,Best Of Cappella,2010-06-18,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.669,0.974,9,-4.33,0,0.0369,0.0911,0.174,0.174,0.682,135.046,218907
326,7dOeiXeTSfA1ixaYmQcWu7,Rich Love (with Seeb),OneRepublic,69,0fLgNovzjpxE13hCIWa0sL,Rich Love,2017-07-14,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.401,0.872,1,-3.641,0,0.314,0.167,0.0,0.362,0.472,104.592,201257
4860,7dbnaGb9MGC9MGLZVmFgas,Monster Lead Me Home,Sara Hartman,1,67QRV9CFvcWx10eDzPO6ya,Monster Lead Me Home,2015-11-13,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.595,0.824,0,-6.692,1,0.04,0.208,0.00094,0.106,0.563,164.066,237395
1191,7dg1I4ZyqF2jkQB9Oi3prY,Gone From Here - Original Mix,Maml,28,6CgfDE12eqkeAg7eRo4zhD,Gone From Here,2019-12-16,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.675,0.693,8,-7.351,0,0.0613,0.0989,0.0134,0.0816,0.374,109.976,267136
3237,7di4QTqNCZjX4JUFKhWQsr,Overpowered,Róisín Murphy,52,4VX43pbOazOuTzApLx3ub7,Overpowered,2007-10-01,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.736,0.827,3,-6.273,0,0.0344,0.091,0.00509,0.315,0.878,117.024,309173
4840,7dsHYU5bH0qksf8e1loXcl,Catch,Dresses,33,1tWU86dOXqIE0oSDBg70lm,Let Down,2015-10-23,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.818,0.574,10,-7.192,1,0.0476,0.29,0.0,0.0875,0.869,120.027,231121
1859,7dt6x5M1jzdTEt8oCbisTK,Better Now,Post Malone,87,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys,2018-04-27,Someone You Loved Lewis Capaldi (Pop Music Mix),6IErGHjBfhey8URq0mFnPi,pop,post-teen pop,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267
1180,7dvVA4KPIaqCHyHdgLHAmZ,Me & You,Chip Conyard,33,312VD0gLmCnHqpyGCHc1ip,Me & You,2020-01-03,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.593,0.522,1,-11.446,0,0.0522,0.54,0.339,0.113,0.123,131.966,173636
2634,7e4KQkp5ZR1gXCAalRjX6B,Nights Like This (feat. Ty Dolla $ign),Kehlani,13,26g9o6rTzxnnrD2VNefpye,Nights Like This (feat. Ty Dolla $ign),2019-01-10,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,201788
4906,7e8utCy2JlSB8dRHKi49xM,Fluorescent Adolescent,Arctic Monkeys,66,6rsQnwaoJHxXJRCDBPkBRw,Favourite Worst Nightmare (Standard Version),2007-04-24,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.646,0.813,6,-5.29,0,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,173493
3429,7eX6sFVLkso3diMS52w5Vj,A Mirage,The Essence,20,6x5FNfV1DbJ0X0wSJn3LOv,Nocturnal - The Best Of Midnight Music,1990-01-01,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.711,0.623,7,-14.721,1,0.0381,0.0148,0.00866,0.0664,0.824,117.539,193293
4752,7eb8es1eZwGNCgm6BDU8Xh,Hallucinations - Acoustic,PVRIS,52,5cnqUc5bSTwqAFqfp7xpfY,Hallucinations (Acoustic),2020-01-10,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.395,0.432,11,-4.923,0,0.0303,0.841,7.08e-05,0.0927,0.32,90.542,272366
3274,7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),Calvin Harris,85,7GEzhoTiqcPYkOprWQu581,One Kiss (with Dua Lipa),2018-04-06,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,pop,electropop,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847
1619,7einafMX858EoeJpqpzz7R,Captain Tyin Knots VS Mr Walkway (No Way),Sleeping With Sirens,38,0AMC1Y0J0a5yN7lkOSWrJr,With Ears To See And Eyes To Hear,2010-03-23,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.382,0.941,9,-5.427,1,0.163,1.45e-05,0.0,0.225,0.466,178.062,202960
605,7ew2yVscivQRemp0MPPWtS,Giving Up (feat. Jaden Michaels),QUIX,38,4v5hfgvkPmnZK9Q1oCxWfH,Illusions EP,2018-11-09,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.484,0.806,10,-6.095,0,0.127,0.0447,4.48e-05,0.333,0.417,145.127,249987
1893,7ewT0nLFkMD8ONbRibePr9,I Don't Care - Single Version,Fall Out Boy,59,6KOWjVP0mh5rOqmzm4tkPD,Folie à Deux,2008-01-01,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.55,0.938,11,-3.556,0,0.0522,0.00171,2.18e-05,0.555,0.433,133.99,214493
4848,7ezGYRSrMOywKamZ0LPVwR,Looking Up,SafetySuit,42,2uikRQpOvOmZgJeHMizcC9,Looking Up,2015-10-23,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.61,0.822,0,-4.424,1,0.0336,0.00272,0.000323,0.169,0.455,92.046,194025
2998,7fEfIU4ZVvB5Wb6xg2zcvx,Paralyzed,Marshmello,52,0xi4cOWPUHjctyYU8ypCOB,Joytime II,2018-06-22,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.5,0.956,9,-1.363,0,0.0468,0.00696,0.00138,0.533,0.123,141.975,219718
